Claim Date,Employee Name,Employee ID,Designation,Project Name,Email address,Total Persons,Allowable Amount,Total Bill Amount,Seating Location,Bill_Date,Bill_No,Total_Price,employee_code,name
15-01-2024 00:00,Miles Martinez,2017,Software Engineer,Greenmath,Miles.Martinez@xyz.com,19,7600,7647,Bangalore,2024-01-02,01_37,7647,2024,Graham Roberts
15-01-2024 00:00,Miles Martinez,2017,Software Engineer,Greenmath,Miles.Martinez@xyz.com,19,7600,7647,Bangalore,2024-01-02,01_37,7647,1987,Sadie Cameron
15-01-2024 00:00,Miles Martinez,2017,Software Engineer,Greenmath,Miles.Martinez@xyz.com,19,7600,7647,Bangalore,2024-01-02,01_37,7647,2020,Carson Hill
15-01-2024 00:00,Miles Martinez,2017,Software Engineer,Greenmath,Miles.Martinez@xyz.com,19,7600,7647,Bangalore,2024-01-02,01_37,7647,2006,Carson Nelson
16-01-2024 00:00,Felicity Taylor,2078,Associate ,GPC,Felicity.Taylor@xyz.com,1,400,380,Chennai,2024-01-03,01_163,380,2078,Felicity Taylor
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,1870,Savannah Taylor
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,2051,Liana Rodriguez
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,2052,Cameron Gibson
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,2008,Mabel Gibson
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,2064,Emmett Hall
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,2042,Chloe Ross
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,2044,Jacob Williamson
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,2086,Darren Shaw
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,2055,Brooke Mitchell
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,2045,Harrison Duncan
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,2049,Olivia Alexander
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,,Autumn Hughes
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,D777,Jonah Baker
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,,Jack Bran
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,,Hanna Jo
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,,Kib Jim
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,,Alice Johnson
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,,Olivia Wright
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,,Peter Scott
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,,Quinn Adams
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,,Rachel Nelson
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,,Samuel Baker
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,,Taylor Carter
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,,Victor Perez
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,,Wendy Roberts
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,Consultant,Xavier Turner
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,,Leah Powell
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,,Naomi Patterson
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,,Paige Flores
19-01-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,10,4000,3941,Chennai,2024-01-17,01_142,3941,,Ging John
17-01-2024 00:00,Mabel Gibson,2008,Software Engineer,greenMath,Mabel.Gibson@xyz.com,4,1600,1700,Chennai,2024-01-06,01_55,1700,2008,Mabel Gibson
17-01-2024 00:00,Mabel Gibson,2008,Software Engineer,greenMath,Mabel.Gibson@xyz.com,4,1600,1700,Chennai,2024-01-06,01_55,1700,2064,Emmett Hall
17-01-2024 00:00,Mabel Gibson,2008,Software Engineer,greenMath,Mabel.Gibson@xyz.com,4,1600,1700,Chennai,2024-01-06,01_55,1700,2044,Jacob Williamson
17-01-2024 00:00,Mabel Gibson,2008,Software Engineer,greenMath,Mabel.Gibson@xyz.com,4,1600,1700,Chennai,2024-01-06,01_55,1700,2051,Liana Rodriguez
27-01-2024 00:00,Alexander Cole,2080,Associate,,Alexander.Cole@xyz.com,1,400,338,Chennai,2024-01-16,01_170,338,2080,Alexander Cole
24-01-2024 00:00,Alexander Cole,2080,Associate,,Alexander.Cole@xyz.com,1,400,403,Chennai,2024-01-07,01_170,403,2080,Alexander Cole
23-01-2024 00:00,Mila Palmer,1996,Talent Partner,-,Mila.Palmer@xyz.com,2,800,862,Chennai,2024-01-15,01_63,862,1996,Mila Palmer
23-01-2024 00:00,Mila Palmer,1996,Talent Partner,-,Mila.Palmer@xyz.com,2,800,862,Chennai,2024-01-15,01_63,862,2034,Chloe Russell
28-01-2024 00:00,Savannah Taylor,1870,Senior Data Scientist,edgeCore.ai,Savannah.Taylor@xyz.com,2,800,896,Chennai,2024-01-09,01_3,896,1870,Savannah Taylor
28-01-2024 00:00,Savannah Taylor,1870,Senior Data Scientist,edgeCore.ai,Savannah.Taylor@xyz.com,2,800,896,Chennai,2024-01-09,01_3,896,2019,Emery Reed
06-01-2024 00:00,Mabel Gibson,2008,Software Engineer,greenMath,Mabel.Gibson@xyz.com,11,4400,4383,Chennai,2024-01-01,01_56,4383,2008,Mabel Gibson
06-01-2024 00:00,Mabel Gibson,2008,Software Engineer,greenMath,Mabel.Gibson@xyz.com,11,4400,4383,Chennai,2024-01-01,01_56,4383,2064,Emmett Hall
06-01-2024 00:00,Mabel Gibson,2008,Software Engineer,greenMath,Mabel.Gibson@xyz.com,11,4400,4383,Chennai,2024-01-01,01_56,4383,2052,Cameron Gibson
06-01-2024 00:00,Mabel Gibson,2008,Software Engineer,greenMath,Mabel.Gibson@xyz.com,11,4400,4383,Chennai,2024-01-01,01_56,4383,2043,Josie Barnes
06-01-2024 00:00,Mabel Gibson,2008,Software Engineer,greenMath,Mabel.Gibson@xyz.com,11,4400,4383,Chennai,2024-01-01,01_56,4383,1970,Benjamin Bishop
06-01-2024 00:00,Mabel Gibson,2008,Software Engineer,greenMath,Mabel.Gibson@xyz.com,11,4400,4383,Chennai,2024-01-01,01_56,4383,2048,Leo Evans
06-01-2024 00:00,Mabel Gibson,2008,Software Engineer,greenMath,Mabel.Gibson@xyz.com,11,4400,4383,Chennai,2024-01-01,01_56,4383,1932,Nia Ross
06-01-2024 00:00,Mabel Gibson,2008,Software Engineer,greenMath,Mabel.Gibson@xyz.com,11,4400,4383,Chennai,2024-01-01,01_56,4383,2037,Mack Lopez
06-01-2024 00:00,Mabel Gibson,2008,Software Engineer,greenMath,Mabel.Gibson@xyz.com,11,4400,4383,Chennai,2024-01-01,01_56,4383,2047,Mackenzie Mitchell
06-01-2024 00:00,Mabel Gibson,2008,Software Engineer,greenMath,Mabel.Gibson@xyz.com,11,4400,4383,Chennai,2024-01-01,01_56,4383,2046,Aubrey Adams
29-01-2024 00:00,Penelope Alexander,2070,Business Analyst,edgeCore,Penelope.Alexander@xyz.com,1,400,361,Chennai,2024-01-06,01_126,361,,Autumn Hughes
29-01-2024 00:00,Penelope Alexander,2070,Business Analyst,edgeCore,Penelope.Alexander@xyz.com,1,400,361,Chennai,2024-01-06,01_126,361,D777,Jonah Baker
29-01-2024 00:00,Penelope Alexander,2070,Business Analyst,edgeCore,Penelope.Alexander@xyz.com,1,400,361,Chennai,2024-01-06,01_126,361,,Jack Bran
29-01-2024 00:00,Penelope Alexander,2070,Business Analyst,edgeCore,Penelope.Alexander@xyz.com,1,400,361,Chennai,2024-01-06,01_126,361,,Hanna Jo
29-01-2024 00:00,Penelope Alexander,2070,Business Analyst,edgeCore,Penelope.Alexander@xyz.com,1,400,361,Chennai,2024-01-06,01_126,361,,Kib Jim
29-01-2024 00:00,Penelope Alexander,2070,Business Analyst,edgeCore,Penelope.Alexander@xyz.com,1,400,361,Chennai,2024-01-06,01_126,361,,Alice Johnson
29-01-2024 00:00,Penelope Alexander,2070,Business Analyst,edgeCore,Penelope.Alexander@xyz.com,1,400,361,Chennai,2024-01-06,01_126,361,,Olivia Wright
29-01-2024 00:00,Penelope Alexander,2070,Business Analyst,edgeCore,Penelope.Alexander@xyz.com,1,400,361,Chennai,2024-01-06,01_126,361,,Peter Scott
29-01-2024 00:00,Penelope Alexander,2070,Business Analyst,edgeCore,Penelope.Alexander@xyz.com,1,400,361,Chennai,2024-01-06,01_126,361,,Quinn Adams
29-01-2024 00:00,Penelope Alexander,2070,Business Analyst,edgeCore,Penelope.Alexander@xyz.com,1,400,361,Chennai,2024-01-06,01_126,361,,Rachel Nelson
29-01-2024 00:00,Penelope Alexander,2070,Business Analyst,edgeCore,Penelope.Alexander@xyz.com,1,400,361,Chennai,2024-01-06,01_126,361,,Samuel Baker
29-01-2024 00:00,Penelope Alexander,2070,Business Analyst,edgeCore,Penelope.Alexander@xyz.com,1,400,361,Chennai,2024-01-06,01_126,361,,Taylor Carter
29-01-2024 00:00,Penelope Alexander,2070,Business Analyst,edgeCore,Penelope.Alexander@xyz.com,1,400,361,Chennai,2024-01-06,01_126,361,,Victor Perez
29-01-2024 00:00,Penelope Alexander,2070,Business Analyst,edgeCore,Penelope.Alexander@xyz.com,1,400,361,Chennai,2024-01-06,01_126,361,,Wendy Roberts
29-01-2024 00:00,Penelope Alexander,2070,Business Analyst,edgeCore,Penelope.Alexander@xyz.com,1,400,361,Chennai,2024-01-06,01_126,361,Consultant,Xavier Turner
29-01-2024 00:00,Penelope Alexander,2070,Business Analyst,edgeCore,Penelope.Alexander@xyz.com,1,400,361,Chennai,2024-01-06,01_126,361,,Leah Powell
29-01-2024 00:00,Penelope Alexander,2070,Business Analyst,edgeCore,Penelope.Alexander@xyz.com,1,400,361,Chennai,2024-01-06,01_126,361,,Naomi Patterson
29-01-2024 00:00,Penelope Alexander,2070,Business Analyst,edgeCore,Penelope.Alexander@xyz.com,1,400,361,Chennai,2024-01-06,01_126,361,,Paige Flores
29-01-2024 00:00,Penelope Alexander,2070,Business Analyst,edgeCore,Penelope.Alexander@xyz.com,1,400,361,Chennai,2024-01-06,01_126,361,,Ging John
25-01-2024 00:00,Savannah Taylor,1870,Senior Data Scientist,edgeCore.ai,Savannah.Taylor@xyz.com,6,2400,2392,Chennai,2024-01-18,01_2,2392,1870,Savannah Taylor
25-01-2024 00:00,Savannah Taylor,1870,Senior Data Scientist,edgeCore.ai,Savannah.Taylor@xyz.com,6,2400,2392,Chennai,2024-01-18,01_2,2392,2019,Emery Reed
25-01-2024 00:00,Savannah Taylor,1870,Senior Data Scientist,edgeCore.ai,Savannah.Taylor@xyz.com,6,2400,2392,Chennai,2024-01-18,01_2,2392,,
25-01-2024 00:00,Savannah Taylor,1870,Senior Data Scientist,edgeCore.ai,Savannah.Taylor@xyz.com,6,2400,2392,Chennai,2024-01-18,01_2,2392,,
25-01-2024 00:00,Savannah Taylor,1870,Senior Data Scientist,edgeCore.ai,Savannah.Taylor@xyz.com,6,2400,2392,Chennai,2024-01-18,01_2,2392,2065,Kaitlyn Long
25-01-2024 00:00,Savannah Taylor,1870,Senior Data Scientist,edgeCore.ai,Savannah.Taylor@xyz.com,6,2400,2392,Chennai,2024-01-18,01_2,2392,2068,Nia Thomas
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Autumn Hughes
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,D777,Jonah Baker
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Jack Bran
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Hanna Jo
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Kib Jim
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Alice Johnson
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Olivia Wright
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Peter Scott
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Quinn Adams
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Rachel Nelson
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Samuel Baker
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Taylor Carter
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Victor Perez
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Wendy Roberts
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,Consultant,Xavier Turner
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Leah Powell
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Naomi Patterson
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Paige Flores
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Ging John
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Autumn Hughes
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,D777,Jonah Baker
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Jack Bran
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Hanna Jo
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Kib Jim
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Alice Johnson
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Olivia Wright
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Peter Scott
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Quinn Adams
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Rachel Nelson
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Samuel Baker
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Taylor Carter
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Victor Perez
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Wendy Roberts
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,Consultant,Xavier Turner
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Leah Powell
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Naomi Patterson
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Paige Flores
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Ging John
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Autumn Hughes
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,D777,Jonah Baker
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Jack Bran
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Hanna Jo
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Kib Jim
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Alice Johnson
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Olivia Wright
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Peter Scott
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Quinn Adams
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Rachel Nelson
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Samuel Baker
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Taylor Carter
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Victor Perez
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Wendy Roberts
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,Consultant,Xavier Turner
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Leah Powell
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Naomi Patterson
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Paige Flores
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Ging John
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Autumn Hughes
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,D777,Jonah Baker
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Jack Bran
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Hanna Jo
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Kib Jim
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Alice Johnson
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Olivia Wright
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Peter Scott
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Quinn Adams
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Rachel Nelson
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Samuel Baker
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Taylor Carter
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Victor Perez
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Wendy Roberts
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,Consultant,Xavier Turner
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Leah Powell
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Naomi Patterson
26-01-2024 00:00,Felicity Craig,0,intern,o9,Felicity.Craig@xyz.com,1,400,379,,2024-01-09,01_73,379,,Paige Flores
